,x,y,z,trajectory,step
0,0.5848566769656719,0.6058261833943389,0.031015076639192625,0,0
1,0.6183480012633031,0.5803995793017439,0.04393698938904383,0,10
2,0.5868405823096579,0.5636509934476048,0.05409499966326949,0,20
3,0.5449144956322475,0.5462240179799113,0.06461927442963229,0,30
4,0.5035398032347771,0.5279490927438781,0.07634362255345031,0,40
5,0.46411845213360425,0.5092595769936676,0.08968349190755535,0,50
6,0.42629389605370244,0.49021673685119016,0.10505979083006084,0,60
7,0.3895424513900998,0.4706343417464133,0.12302324927206924,0,70
8,0.3534357149033233,0.4502114438268302,0.1443176521788997,0,80
9,0.31768966029692103,0.4285968435370261,0.16993599237247756,0,90
10,0.2822109583902214,0.4054305767644328,0.20116228746454204,0,100
11,0.24717219912636718,0.3804034482415241,0.2395480852959123,0,110
12,0.21309984406833166,0.35336702701449424,0.2867162195485577,0,120
13,0.18090727341972823,0.3245052638518297,0.3438539505353062,0,130
14,0.15175772187078324,0.2945108015358813,0.4108995712059197,0,140
15,0.12670292430157043,0.26461110710134184,0.48584427544611486,0,150
16,0.1062715348138265,0.2363026409845799,0.5648576459325677,0,160
17,0.09031728390914054,0.2108873752255419,0.643397001704734,0,170
18,0.07820915970955745,0.18911828754527588,0.7175341217765244,0,180
19,0.06914572561028229,0.17114404791689383,0.7846881960684489,0,190
20,0.06237981181322922,0.15667827090119044,0.8436542494744446,0,200
21,0.05730871004455507,0.14522056998686392,0.8942633274809786,0,210
22,0.053479976746268226,0.13622321715953398,0.9369858656945449,0,220
23,0.05056482775526904,0.12918254541116295,0.9726177500650202,0,230
24,0.04832682460603957,0.12367436777587333,1.0020729256540208,0,240
25,0.046595664560371196,0.11935809763214647,1.0262616796985338,0,250
26,0.04524772053301325,0.1159671713013043,1.0460270202480595,0,260
27,0.04419226345129013,0.11329552447352478,1.062116840475709,0,270
28,0.043361955294225964,0.1111845984601997,1.0751765705153402,0,280
29,0.04270622993624863,0.10951233849661327,1.0857529191314872,0,290
30,0.04218672539080319,0.10818450086246933,1.0943030784835548,0,300
31,0.041774106857224415,0.10712805044748988,1.1012056886916861,0,310
32,0.04144564532722019,0.10628610125351862,1.1067721074798795,0,320
33,0.04118376302554292,0.10561415906041746,1.1112571528801227,0,330
34,0.04097466591520736,0.10507726940299283,1.1148684534311084,0,340
35,0.0408075460978095,0.10464788700576151,1.1177746246467326,0,350
36,0.04067381716147673,0.10430421705376779,1.1201123071405703,0,360
37,0.04056676417461105,0.10402897549386922,1.1219920866335003,0,370
38,0.040481006671023084,0.10380842441431352,1.1235032381654086,0,380
39,0.04041226971431083,0.10363162508138359,1.1247177681099652,0,390
40,0.04035716394847665,0.10348985092373782,1.1256937337937662,0,400
41,0.0403129655030175,0.10337613129047253,1.1264778886244993,0,410
42,0.04027751116970294,0.10328489496210132,1.1271078619022925,0,420
43,0.04024906694429535,0.10321168662084111,1.1276139048292713,0,430
44,0.04022623886086587,0.10315293640340154,1.1280203605061039,0,440
45,0.04020791602285866,0.10310578126013689,1.1283468245056676,0,450
46,0.04019321548063294,0.10306792724631494,1.128609047170339,0,460
47,0.040181407393000315,0.10303753993380076,1.1288196370489765,0,470
48,0.040171928529578,0.10301314443964747,1.1289887643262337,0,480
49,0.04016432141979797,0.10299356232539542,1.129124562253849,0,490
50,0.19364310144386304,0.01887260854321783,1.213322056462022,1,0
51,0.045159391743564856,0.07060129011369443,1.1301940814434512,1,10
52,0.04054288796698289,0.09097417506089156,1.1243209929745672,1,20
53,0.04043998149375875,0.09879330742346437,1.1238987109104528,1,30
54,0.04041615781522495,0.10173439713507378,1.124485764924017,1,40
55,0.040376068708321396,0.10279585128297428,1.1252939669843767,1,50
56,0.0403343192282554,0.1031418576295966,1.126073627513204,1,60
57,0.040297049449137194,0.10322254606022162,1.1267507333525413,1,70
58,0.04026568217111589,0.10321058677262601,1.127314432531262,1,80
59,0.04023993656856004,0.10317111021430327,1.1277749268240915,1,90
60,0.0402190521854473,0.10312779105226759,1.1281478009125403,1,100
61,0.040202201555505225,0.10308848713862956,1.1284484499359257,1,110
62,0.04018865127516642,0.10305516859149436,1.1286903738208514,1,120
63,0.0401777600019306,0.10302773631424621,1.1288848416981008,1,130
64,0.04016899689452593,0.10300544426886107,1.1290410851144013,1,140
65,0.040161966953346166,0.10298744634919567,1.1291665596695615,1,150
66,0.04015631288162996,0.10297295223557971,1.129267360081148,1,160
67,0.04015179161923579,0.10296129904993381,1.1293483158022486,1,170
68,0.04014814683354497,0.10295193754023335,1.1294133100712869,1,180
69,0.040145234914862986,0.10294441753098246,1.1294655190014353,1,190
70,0.040142884818926985,0.10293837840558441,1.1295074367852764,1,200
71,0.04014099914359586,0.1029335294100805,1.1295410946124735,1,210
72,0.04013948368885031,0.10292963538407057,1.1295681236990385,1,220
73,0.04013827327400183,0.10292650793833678,1.1295898366365198,1,230
74,0.04013729874451578,0.10292399759247417,1.1296072638966812,1,240
75,0.04013651935146219,0.10292198148445615,1.12962126247342,1,250
76,0.040135887007262866,0.10292036226575621,1.1296325015669233,1,260
77,0.04013538113165358,0.10291906195142926,1.129641528497485,1,270
78,0.0401349761992225,0.10291801880291622,1.1296487708230238,1,280
79,0.04013465294779533,0.10291718070638115,1.1296545908900506,1,290
80,0.040134387487960735,0.10291650723169579,1.1296592642468204,1,300
81,0.040134177985838675,0.1029159666394288,1.1296630177771676,1,310
82,0.040134010298607574,0.10291553259261518,1.1296660318693172,1,320
83,0.04013387537226856,0.10291518472895657,1.1296684471703338,1,330
84,0.04013376671850422,0.10291490569926087,1.1296703842823788,1,340
85,0.04013367953085945,0.1029146815797442,1.1296719402480668,1,350
86,0.040133609571976085,0.1029145014336722,1.1296731910043223,1,360
87,0.0401335533082568,0.10291435647521988,1.129674197473425,1,370
88,0.0401335079912405,0.10291423972359509,1.1296750080986169,1,380
89,0.04013347126617119,0.10291414501891863,1.1296756656702087,1,390
90,0.04013344171521525,0.10291406874687292,1.1296761952735646,1,400
91,0.040133417767084865,0.1029140071498453,1.1296766229279418,1,410
92,0.04013339861046247,0.10291395808628995,1.1296769635152377,1,420
93,0.04013338348138939,0.10291391900353106,1.1296772349002762,1,430
94,0.04013337130675132,0.10291388786515927,1.1296774510455583,1,440
95,0.040133361515659764,0.10291386305902252,1.1296776231785965,1,450
96,0.04013335380727886,0.10291384320753487,1.129677761010078,1,460
97,0.04013334770472624,0.10291382725395125,1.129677871835314,1,470
98,0.040133342750281714,0.10291381436292286,1.1296779613711487,1,480
99,0.04013333872550867,0.10291380401917535,1.1296780331836742,1,490
100,0.8648141441655858,0.44900156156534043,0.15489066253875775,2,0
101,0.39730656979341084,0.45990677806495456,0.1445288027099812,2,10
102,0.32681357304765646,0.43588554343384567,0.16493799463206008,2,20
103,0.28910340074135504,0.4112032850845296,0.19472250588715312,2,30
104,0.2537899193080569,0.3857879852319193,0.23163556605903896,2,40
105,0.2194471179123268,0.3588294827485958,0.2770420385534798,2,50
106,0.1868039217622276,0.330157784642694,0.3322563931568488,2,60
