,x,y,z,trajectory,step
0,0.5848566769656719,0.6058261833943389,0.031015076639192625,0,0
1,0.5567387466567941,0.8425324750459562,0.051766933155711375,0,10
2,0.4857186585895316,0.9141087546019675,0.07722592186067029,0,20
3,0.4051777366896001,0.9151872991604222,0.11406837380602948,0,30
4,0.3204459898071734,0.8791709075078404,0.17258778568311625,0,40
5,0.23367121992818812,0.8109735592841784,0.2712287055809532,0,50
6,0.1553635680675517,0.7045675605663327,0.42707384040322144,0,60
7,0.10067219034954088,0.5700563382690176,0.6201328181537997,0,70
8,0.06990619759107267,0.4415701681996357,0.8051191823008063,0,80
9,0.05351487527008075,0.3423958244714916,0.9581041580293272,0,90
10,0.044369960687421967,0.2740901544648915,1.0768301392155333,0,100
11,0.03890605347999862,0.22919813800446284,1.166795424674467,0,110
12,0.035438561247835135,0.19996122162810376,1.234467335134655,0,120
13,0.03313318161672662,0.18071573275633215,1.2853174024674754,0,130
14,0.031546702634989494,0.1677962414254536,1.323567132251529,0,140
15,0.030427084864135,0.15893033725637776,1.3523811594740611,0,150
16,0.029622284249435606,0.1527186889033255,1.3741159470526068,0,160
17,0.02903597298023132,0.14828861166817273,1.3905278434059185,0,170
18,0.0286046003034501,0.14508331739325675,1.4029300331192882,0,180
19,0.028284923654279995,0.14273804077376065,1.4123072941927108,0,190
20,0.028046694901947968,0.1410072401862353,1.4194001958090348,0,200
21,0.027868503287478082,0.13972166424497276,1.4247667355185354,0,210
22,0.027734794927113757,0.13876215774532474,1.4288278858631722,0,220
23,0.02763424853358592,0.13804343059073268,1.4319016332231855,0,230
24,0.027558500420518398,0.13750361481155815,1.4342282585903952,0,240
25,0.02750138013833209,0.1370973610668677,1.4359895022826104,0,250
26,0.027458252990580783,0.13679116583919684,1.4373228042069934,0,260
27,0.02742567292019794,0.13656012401703993,1.4383321966509213,0,270
28,0.027401045875093396,0.13638563829922418,1.4390964087300022,0,280
29,0.027382425503142554,0.13625378620394507,1.4396749875655226,0,290
30,0.02736832845957386,0.13615410087615826,1.4401130301954126,0,300
31,0.027357674617318514,0.13607870839476216,1.4404446877127304,0,310
32,0.027349611957699298,0.13602167029756995,1.440695806870284,0,320
33,0.027343508821659514,0.1359785229026953,1.440885885664069,0,330
34,0.027338890549566366,0.13594586381051416,1.4410298277512377,0,340
35,0.02733538670525278,0.13592113984086715,1.4411388303222,0,350
36,0.027332740735769235,0.1359024267917946,1.4412213582360838,0,360
37,0.02733073906972003,0.1358882623781905,1.4412838392193046,0,370
38,0.027329222005927217,0.13587754197127025,1.4413311342354407,0,380
39,0.027328070475453898,0.13586942497802693,1.4413669461427843,0,390
40,0.027327193288414594,0.1358632793231339,1.441394059682983,0,400
41,0.027326544315231144,0.1358586245467312,1.441414606616697,0,410
42,0.02732604581843771,0.13585509812467692,1.441430169383805,0,420
43,0.027325668103528055,0.13585243290160606,1.4414419313853615,0,430
44,0.027325380086720318,0.13585041617251906,1.4414508303805906,0,440
45,0.02732516646585044,0.1358488864502289,1.4414575835336356,0,450
46,0.027325002507646245,0.1358477280610676,1.4414626961379446,0,460
47,0.02732487821491982,0.13584684926933577,1.44146657482908,0,470
48,0.027324784195567404,0.13584618539714566,1.441469504890727,0,480
49,0.027324712360800325,0.13584568273407102,1.4414717230581944,0,490
50,0.19364310144386304,0.01887260854321783,1.213322056462022,1,0
51,0.042656501232459065,0.12648775813855262,1.1851127717478394,1,10
52,0.03538363629872853,0.16009234556935759,1.2357336437547182,1,20
53,0.03322498363412887,0.16586390190233935,1.2819159333063466,1,30
